매장명,작성일,방문시간,동반자,고객반응_포인트,리뷰내용,감정분석,매장_TOP인기반응
달빛에구운고등어 남양주별내점,2026-04-08,,,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 인테리어가 멋져요, 매장이 청결해요",리뷰 2 2 점심에 방문 10분 이내 나들이부모님 가족과 함께 왔는데 분위기도 좋고 맛있는 반찬도 많아서 다시오고 싶어요. 4.8.수,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-08,,,"음식이 맛있어요, 가성비가 좋아요, 양이 많아요, 반찬이 잘 나와요, 매장이 넓어요",리뷰 7 7팔로워 3 점심에 방문 30분 이내일상부모님 가성비가 너무 좋고 반찬 셀프바도 뷔페형식으로 다양해서 맛있고 배부르게 먹고가요 4.8.수,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 김포양촌구래점,2026-04-10,저녁,,"음식이 맛있어요, 건강한 맛이에요, 재료가 신선해요, 인테리어가 멋져요, 매장이 넓어요",리뷰 23 7 4.10.금,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-09,,,"음식이 맛있어요, 재료가 신선해요, 매장이 넓어요, 친절해요, 주차하기 편해요",리뷰 21 14 점심에 방문 데이트연인・배우자 처음 왔는데 앞으로 계속 올것같아요 4.9.목,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-09,,,"음식이 맛있어요, 재료가 신선해요, 매장이 넓어요, 친절해요","리뷰 1,969 5,047팔로워 151 점심에 방문 친목지인・동료 매장이 넓어 모임하기 좋은 장소입니다 오픈과 동시에 갔더니 조용하고 반찬들도 종류별로 가득 준비되어 있네요 고등어 간도 적당하고 맛있습니다 반찬들도 건강식이고 맛있지만 무한리필이라 더 좋은것 같아요 가성비도 좋아 기분좋게 먹고왔습니다 접기 4.9.목",긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-08,,,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 반찬이 잘 나와요, 매장이 넓어요","리뷰 2 2 저녁에 방문 가족모임, 일상연인・배우자 너무 맛있고 양도 엄청 많아서 좋아요~ 대식구인 저희집은 항상 만족하고 있습니다~ 반찬도 많고 셀프바를 이용하니 편하고 좋아요^^ 4.8.수",긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-08,,,"음식이 맛있어요, 가성비가 좋아요, 인테리어가 멋져요, 매장이 넓어요, 친절해요","리뷰 36 8 점심에 방문 데이트연인・배우자 보름 한상 2인(고등어, 삼치, 불고기) 주문했어요. 생선은 겉바속촉, 불고기도 맛있고 반찬도 다양하고 깔끔합니다. 가족·친구와 가기 좋고, 주차 편리! 재방문 의사 100%! 4.8.수",긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-08,,,"음식이 맛있어요, 재료가 신선해요, 샐러드바가 잘 되어있어요","리뷰 2 2 점심에 방문 기념일연인・배우자 생선구이도 짜지않고 맛있어요. 계란말이는 두접시는 해야죠.. 반찬들이 깔끔 정갈, 맛 다 잡아았어요. 4.8.수",긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-07,,저녁에 방문  가족모임아이,"음식이 맛있어요, 양이 많아요, 매장이 넓어요, 매장이 청결해요, 친절해요",리뷰 35 19 아이와 함께 와서 저녁식사를 했습니다 반찬도 셀프라 입맛에 맞춰 먹을 수 있고 메인 메뉴인. 생선구이도 맛있습니다 다음엔 신랑도 같이 와서 먹으려구요 접기 4.7.화,긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-07,,,"음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 인테리어가 멋져요, 매장이 넓어요","리뷰 21 32 점심에 방문 친목지인・동료 달빛에 구운 고등어 가성비 좋은 맛집, 반찬도 푸짐하고 무한리필 좋습니다. 한번 방문해 보세요. 4.7.화",긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-06,,,"재료가 신선해요, 양이 많아요, 음식이 맛있어요, 반찬이 잘 나와요, 매장이 넓어요","리뷰 40 27 점심에 방문 10분 이내 데이트연인・배우자 완전 강추 ! 김포 오시면 무조건 드세요, 친구들이랑도 좋고 가족과도 좋고 너무너무 좋아요 :) 4.6.월",긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-06,,,"음식이 맛있어요, 반찬이 잘 나와요, 매장이 넓어요, 샐러드바가 잘 되어있어요",리뷰 85 53 점심에 방문 10분 이내 일상연인・배우자 달빛 반상 1인에 제육 시켰어요 제육이랑 꼬막 양이 좀 아쉽긴한데 맛은 있어요 고등어구이는 진짜 맛있어요 살도 부드럽고 냄새도 안나고 겉바속촉 이에요!! 재방문의사 있어요 다음엔 부모님 모시고 오려구요 접기 4.6.월,부정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-03-21,,,음식이 맛있어요,리뷰 21 4 3.21.토,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-03-14,,,음식이 맛있어요,리뷰 14 11 3.14.토,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-02-27,,,음식이 맛있어요,리뷰 16 19 2.27.금,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-02-25,,,음식이 맛있어요,리뷰 12 3 2.25.수,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-02-24,,,음식이 맛있어요,"리뷰 2,404 61 2.24.화",중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-02-16,,,음식이 맛있어요,리뷰 10 6 2.16.월,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-02-13,,,음식이 맛있어요,리뷰 3 2 2.13.금,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-02-12,,,음식이 맛있어요,2.12.목,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-02-09,,,음식이 맛있어요,리뷰 12 3 2.9.월,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-01-18,,,음식이 맛있어요,리뷰 8 7 1.18.일,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-06,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 주차하기 편해요",리뷰 10 19 점심에 방문 30분 이내일상연인・배우자 모듬구이2인 메뉴 먹었어요! 밑반찬은 샐러드바에서 이용 가능하고 생선은 부드럽고 비린맛 없이 맛있어요! 작은 감이 있긴한데 여러마리 있어서 2인에서 반찬이랑 먹기엔 충분했어요! 집근처라 재방문 의사 있어요!! 어르신 모시고오기 좋아요 접기 4.6.월,긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-05,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 매장이 청결해요",리뷰 29 25 저녁에 방문 가족모임부모님 소문듣고 드디어 방문했어요 소문이 왜 났는지 알겠네요 어머님더 맛있다고 좋아하셨어요 뿌듯 자주 방문할 것 같아요👍 4.5.일,긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-05,,저녁에 방문  데이트친구,"음식이 맛있어요, 인테리어가 멋져요, 매장이 청결해요",리뷰 23 26 처음 와봤는데 맛있네요 다음에 또 와야겠어용 4.5.일,긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-05,,저녁에 방문  일상부모님,"재료가 신선해요, 음식이 맛있어요, 인테리어가 멋져요, 매장이 넓어요, 친절해요","리뷰 51 84팔로워 1 가성비 최고 맛집 찾으시면 여기 추천드려요 🐟✨ 달빛에 구운 고등어 다녀왔는데 진짜 만족했습니다! 일단 가격이 저렴한데도 무한 셀프바 이용 가능해서 부담 없이 푸짐하게 먹을 수 있어요 👍 기본 반찬도 하나하나 깔끔하고 잘 나오고, 무엇보다 음식이 전체적으로 맛있어서 손이 계속 가더라고요…🥹 직원분들도 친절하셔서 기분 좋게 식사하고 왔습니다! 가볍게 한 끼 하기도 좋고, 든든하게 먹고 싶을 때도 딱이에요 재방문 의사 100%입니다 💙 접기 4.5.일",긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-05,,,"음식이 맛있어요, 재료가 신선해요, 반찬이 잘 나와요, 매장이 넓어요, 매장이 청결해요",리뷰 21 58 점심에 방문 30분 이내가족모임부모님 처음 방문했는데 셀프바도 잘 되어있고 좋은거같아요 다음에 또 방문하겠습니다 4.5.일,긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-05,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요",리뷰 6 2 점심에 방문 10분 이내 친목부모님 부모님과 함께 왔는데 가격도 너무 합리적이고 전체적으로 음식이 너무 신선하고 간도 저에게 적당했습니다!! 부모님과 함께 먹기 너무 좋은 것 같습니다. 너무 잘먹었습니다. 다음에 또 올 생각 있습니다. 접기 4.5.일,긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-05,,가족모임으로 최고에요!!,"음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요, 음료가 맛있어요","리뷰 344 467 점심에 방문 가족모임부모님, 연인・배우자, 친척・형제자매 생선이 짜지않고 반찬도 잇어서 엄청 푸짐히 먹을수있어 생선구이가 너무너무 알참 ㅠㅠㅠ 만족쓰 접기 4.5.일",중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-04,,저녁에 방문  가족모임아이,"음식이 맛있어요, 양이 많아요, 재료가 신선해요, 매장이 넓어요, 친절해요",리뷰 24 49 생선이 너무 맛있어요^^양이 푸짐해요~ 반찬은 셀프바를 이용하니 부담없이 가져다 먹을수있어서 좋아요. 4.4.토,긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-04,,,"음식이 맛있어요, 특별한 메뉴가 있어요, 비싼 만큼 가치있어요, 매장이 넓어요, 인테리어가 멋져요",리뷰 5 5 저녁에 방문 가족모임부모님 4.4.토,중립,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 김포양촌구래점,2026-04-04,,지인추천으로 가본 곳!,"음식이 맛있어요, 특별한 메뉴가 있어요, 매장이 넓어요, 매장이 청결해요, 주차하기 편해요",리뷰 250 114 저녁에 방문 친목지인・동료 넓고 깨끗한 인테리어가 눈에띄네요 음식도 맛있도 무엇보다 알아서 퍼다먹을 수있는 셀프바가 최고에요 접기 4.4.토,긍정,"생선(140), 생선구이(74), 고등어(61), 계란말이(31), 샐러드(18), 제육(14), 고등어구이(12), 불고기(12), 잡채(11), 고추장불고기(7)"
달빛에구운고등어 광양점,2026-03-23,,,"재료가 신선해요, 가성비가 좋아요, 반찬이 잘 나와요, 차분한 분위기예요, 매장이 청결해요",리뷰 859 368팔로워 25 점심에 방문 일상연인・배우자 새로 오픈한 매장이라 청결하고 분위기 깔끔하고 편해요. 기본 반찬도 좋고 셀프바 이용할 수있어 좋았어요. 고등어구이 나오자 마자 먹어서 음식 은 못 찍었네요. 마지막 마무리.는 누룽지까지 먹어서 배불리 먹었어요. 접기 3.23.월,긍정,"생선(51), 고등어(37), 계란말이(25), 생선구이(20), 잡채(9), 꼬막(8), 누룽지(8), 고등어구이(7), 불고기(5), 가정식백반(3)"
