매장명,작성일,방문시간,동반자,고객반응_포인트,리뷰내용,감정분석,매장_TOP인기반응
달빛에구운고등어 양산물금점,2026-04-09,,점심에 방문  친목부모님,"음식이 맛있어요, 매장이 넓어요, 주차하기 편해요",리뷰 34 57 반찬이 푸짐하고 맛있어요 4.9.목,긍정,"생선(476), 고등어(212), 생선구이(199), 계란말이(71), 아이스크림(54), 고등어구이(51), 샐러드(42), 불고기(34), 고추장불고기(23), 떡볶이(23)"
달빛에구운고등어 양산물금점,2026-04-09,,,"음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요",리뷰 7 13 점심에 방문 친목지인・동료 비오는 날 집에서 생선 굽기 귀찮은데 친한동생이랑 맛있게 먹고가요 . 생선 안비리고 가게에도 생선냄새 안나고 반찬 정갈하고 정말 추천해요 꼭 한번 오셔서 먹으세요 ㅋㅋㅋ 접기 4.9.목,긍정,"생선(476), 고등어(212), 생선구이(199), 계란말이(71), 아이스크림(54), 고등어구이(51), 샐러드(42), 불고기(34), 고추장불고기(23), 떡볶이(23)"
달빛에구운고등어 양산물금점,2026-04-09,,점심에 방문  일상부모님,"음식이 맛있어요, 매장이 넓어요, 주차하기 편해요",리뷰 28 13 맛있어요! 주차장 넓고 좋아요 :) 또올게요 4.9.목,긍정,"생선(476), 고등어(212), 생선구이(199), 계란말이(71), 아이스크림(54), 고등어구이(51), 샐러드(42), 불고기(34), 고추장불고기(23), 떡볶이(23)"
달빛에구운고등어 양산물금점,2026-04-08,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요","리뷰 462 82팔로워 2 저녁에 방문 일상아이, 연인・배우자 반찬도 무한리필이고 든든하게 먹을 수 있어서 좋아요!!! 음식도 정갈하게 깨끗하니 괜찮네요 4.8.수",긍정,"생선(476), 고등어(212), 생선구이(199), 계란말이(71), 아이스크림(54), 고등어구이(51), 샐러드(42), 불고기(34), 고추장불고기(23), 떡볶이(23)"
달빛에구운고등어 양산물금점,2026-04-08,,,"음식이 맛있어요, 매장이 넓어요",리뷰 13 11 저녁에 방문 데이트연인・배우자 맛있게 잘먹었습니다~~ 4.8.수,긍정,"생선(476), 고등어(212), 생선구이(199), 계란말이(71), 아이스크림(54), 고등어구이(51), 샐러드(42), 불고기(34), 고추장불고기(23), 떡볶이(23)"
달빛에구운고등어 양산물금점,2026-04-08,,,"음식이 맛있어요, 양이 많아요, 매장이 넓어요, 인테리어가 멋져요, 친절해요","리뷰 20 16 점심에 방문 친목, 나들이부모님 양도 많고 맛있어요 ㅎㅎ 주차장도넓어서 주차하기편해요. 4.8.수",긍정,"생선(476), 고등어(212), 생선구이(199), 계란말이(71), 아이스크림(54), 고등어구이(51), 샐러드(42), 불고기(34), 고추장불고기(23), 떡볶이(23)"
달빛에구운고등어 양산물금점,2026-04-08,,"점심에 방문  일상아이, 아이들도 잘먹고 맛있어요","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 청결해요, 친절해요",리뷰 25 19 4.8.수,중립,"생선(476), 고등어(212), 생선구이(199), 계란말이(71), 아이스크림(54), 고등어구이(51), 샐러드(42), 불고기(34), 고추장불고기(23), 떡볶이(23)"
달빛에구운고등어 양산물금점,2026-04-08,,,"음식이 맛있어요, 재료가 신선해요, 인테리어가 멋져요, 매장이 넓어요, 친절해요",리뷰 22 12 점심에 방문 데이트연인・배우자 건강하고 맛있게먹고 가요~~~ 4.8.수,긍정,"생선(476), 고등어(212), 생선구이(199), 계란말이(71), 아이스크림(54), 고등어구이(51), 샐러드(42), 불고기(34), 고추장불고기(23), 떡볶이(23)"
달빛에구운고등어 양산물금점,2026-04-08,,,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 매장이 넓어요, 환기가 잘 돼요",리뷰 25 19팔로워 1 점심에 방문 가족모임부모님 삼치가 쪼금 간이 약하지만 그것만 보완하면 최고의 가게입니다 고등어 진짜 맛있어요! 4.8.수,긍정,"생선(476), 고등어(212), 생선구이(199), 계란말이(71), 아이스크림(54), 고등어구이(51), 샐러드(42), 불고기(34), 고추장불고기(23), 떡볶이(23)"
달빛에구운고등어 대구칠곡점,2026-04-10,,저녁에 방문  일상부모님,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요",리뷰 55 96 반찬도 다양하고 맛있네요. 잘먹고 갑니다! 4.10.금,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-10,,,"음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 매장이 넓어요, 단체모임 하기 좋아요","리뷰 28 33 저녁에 방문 데이트, 친목친구 반찬도 많고 넘 양이 많아서 좋아요! 정갈한 한 상! 4.10.금",긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-10,,점심에 방문  일상부모님,"음식이 맛있어요, 반찬이 잘 나와요, 건강한 맛이에요, 매장이 청결해요",리뷰 2 6 화덕에 잘 구워진 고등어와 삼치가 맛있어요 셀프바 반찬도 다양해서 푸짐하게 즐겼어요 음식이 정갈하고 매장이 넓고 깨끗해 모임하기에도 좋아요 4.10.금,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-10,,,"음식이 맛있어요, 주차하기 편해요, 매장이 청결해요, 화장실이 깨끗해요, 차분한 분위기예요",리뷰 2 2 점심에 방문 데이트연인・배우자 잘 먹었습니다! 4.10.금,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-10,,점심에 방문  일상부모님,"음식이 맛있어요, 가성비가 좋아요, 친절해요",리뷰 7 8 음식이 맛있고 반찬이 다양해서 좋아용 4.10.금,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-10,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 건강한 맛이에요, 매장이 넓어요",리뷰 22 17팔로워 1 점심에 방문 데이트연인・배우자 엄청 맛있어요 오랜만에 고등어먹고 싶어서 방문했는데 고등어도 맛있고 밑반찬 퀄도 너무 좋아서 잘먹었네요~❤️ 4.10.금,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-10,,,"음식이 맛있어요, 재료가 신선해요, 인테리어가 멋져요",리뷰 21 10 점심에 방문 친목지인・동료 맛나네요 가성비조아요 4.10.금 결제내역,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-09,,,"음식이 맛있어요, 아늑해요, 대화하기 좋아요, 매장이 청결해요, 주차하기 편해요",리뷰 1 1 점심에 방문 데이트연인・배우자 잘 먹었습니다! 4.9.목,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-09,,점심에 방문  일상부모님,"음식이 맛있어요, 재료가 신선해요, 인테리어가 멋져요",리뷰 15 12 셀프바가 있어서 반찬을 원하는대로 먹고올 수 있어서 좋습니다. 진짜 밥 먹는 느낌이네요 4.9.목,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-09,,,"음식이 맛있어요, 재료가 신선해요, 매장이 넓어요, 친절해요",리뷰 16 21 점심에 방문 기념일연인・배우자 반찬도 다 맛있고 생선을 화덕에 구워서 윤기 자르르에 양도 많아요 어른들 모시고 한번 더 오고싶어요 접기 4.9.목,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-08,,,재료가 신선해요,리뷰 3 1 4.8.수,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-08,,,음식이 맛있어요,리뷰 8 2 4.8.수,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-06,,,음식이 맛있어요,리뷰 2 1 4.6.월,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-05,,,음식이 맛있어요,리뷰 15 4 4.5.일,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-03,,,음식이 맛있어요,리뷰 10 40 4.3.금,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-01,,,음식이 맛있어요,4.1.수,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-03-30,,,음식이 맛있어요,리뷰 10 16 3.30.월,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-03-26,,,음식이 맛있어요,리뷰 4 1 3.26.목,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-03-25,,,음식이 맛있어요,리뷰 305 13 3.25.수,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-03-18,,,음식이 맛있어요,3.18.수,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-08,,저녁에 방문  연인・배우자,"음식이 맛있어요, 재료가 신선해요, 단체모임 하기 좋아요, 친절해요, 주차하기 편해요",리뷰 238 2 음식이 정갈사고 맛도 좋아요 4.8.수,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-08,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 매장이 넓어요",리뷰 62 188 저녁에 방문 일상기타 달빛에 구운고등어 셀프바도 있어 반찬들도 무한리필 좋으네요 맛나요 4.8.수,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-08,,,"양이 많아요, 혼밥하기 좋아요",리뷰 28 23 점심에 방문 데이트연인・배우자 오늘 처음 왔는데 생선구이 너무 맛있어요 !! 셀프바에 음식도 따뜻하고 맛도 엄청 맛있어요 다음에 또 올게요!! 4.8.수,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-07,,저녁에 방문  나들이부모님,음식이 맛있어요,리뷰 23 18 맛있어요! 부모님 모시고 한식 먹으러 왔는데 양도 많고 반찬도 종류가 다양해서 부모님이 되게 좋아하셨어요 ~! 잘먹고 갑니다 4.7.화,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-07,,,"음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 건강한 맛이에요, 매장이 넓어요",리뷰 42 63 점심에 방문 나들이연인・배우자 점심특선 1만5천원에 가성비 대구 1등 최고네요 짜지도 않고 셀프바 대박!! 4.7.화,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-07,,점심에 방문  친목부모님,"음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 매장이 넓어요, 친절해요",리뷰 18 13 반찬도 많아서 뷔페처럼 먹을 수 있어서 너무 좋아요! 저렴한 가격에 푸짐하게 먹을 수 있어서 부모님 모시고 오기 좋습니다. 4.7.화,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-07,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요",리뷰 24 25 점심에 방문 데이트연인・배우자 양도 맛도 쵝오 가성비짱 4.7.화,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-07,,점심에 방문  일상친구,"음식이 맛있어요, 가성비가 좋아요, 반찬이 잘 나와요, 메뉴 구성이 알차요",리뷰 137 33 우연히 지나다가 들른 식당에 완전 반한 오늘입니다~♡ 생선ㄱㄷㄴ이며 기본밑반찬(무한리필)이 정신을 혼미하게 맹그네요^^ 대접받은 분위기로 행복한 하루 될것같아요!!! 재방문의사*무한대 입니다 접기 4.7.화,중립,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-06,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 매장이 넓어요",리뷰 27 38 점심에 방문 친목연인・배우자 반찬종류도더양하고 너무좋어요 4.6.월,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 대구칠곡점,2026-04-06,,점심에 방문  친목친구,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 친절해요, 매장이 청결해요",리뷰 530 652 반찬도 맛있고 좋아요 4.6.월,긍정,"생선(104), 고등어(67), 생선구이(48), 불고기(19), 계란말이(14), 고등어구이(11), 샐러드(10), 고추장불고기(8), 고등어조림(6), 모듬구이(6)"
달빛에구운고등어 남양주별내점,2026-04-10,,,음식이 맛있어요,"리뷰 7 8 저녁에 방문 10분 이내 일상연인・배우자, 아이 음식이 맛있고 깔끔했어요. 가족 저녁 식사로 오기 좋아요~! 4.10.금",긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-10,,저녁에 방문  친목부모님,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 단체모임 하기 좋아요",리뷰 16 27 양도 푸짐하고 아주 맛있어요! 생선이 진짜 맛있습니당 ! 또 올게요 ! 4.10.금,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-10,저녁,,음식이 맛있어요,리뷰 906 692팔로워 6 반찬이 푸짐하고 맛있어요. 생선구이도 굿bb 4.10.금,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-10,,점심에 방문  친목부모님,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 매장이 넓어요",리뷰 66 9 너무 맛있고 양도 많아요 종종 올게요! 4.10.금,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-10,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 주차하기 편해요",리뷰 952 703 점심에 방문 일상연인・배우자 런치메뉴 먹었는데 가성비 정말 좋네요. 고등어도 큼직하니 맛있고 반찬도 다 훌륭해요. 배부르게 먹고 가요 4.10.금,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-10,,,"매장이 넓어요, 인테리어가 멋져요, 단체모임 하기 좋아요, 양이 많아요, 음식이 맛있어요",리뷰 13 8 점심에 방문 데이트연인・배우자 평일 점심인데도 사람들이 꽤 있어요~ 반찬 엄청 정갈하고 간도 안쎄서 어르신들도 꽤 계시네요~ 잘 먹고갑니다👏 4.10.금,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-09,,,"음식이 맛있어요, 양이 많아요, 재료가 신선해요, 매장이 넓어요, 인테리어가 멋져요",리뷰 15 39 저녁에 방문 데이트연인・배우자 생선도 크구 따끈하그 부드러워 맛있었어요 반찬들 셀프바에서 모두 리필가능하그 계란말이도 너무 부드럽고 맛있었어요 접기 4.9.목,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-09,,,"음식이 맛있어요, 양이 많아요, 기본 안주가 좋아요, 인테리어가 멋져요, 매장이 넓어요",리뷰 10 10 저녁에 방문 데이트연인・배우자 진짜 너무 만족스러운 식사였습니다!! 무조건 다시 몇번이고 오겠습니다!! 4.9.목,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-09,,,"음식이 맛있어요, 재료가 신선해요, 인테리어가 멋져요","리뷰 13 10 저녁에 방문 일상, 데이트연인・배우자 대전에서 알게되어 이사오면서 아쉬웠는데 경기도에도 입점되어 기뻐요. 가족들과 자주 오는 식당이에요. 생선을 좋아해서 외식할때 자주 옵니다 ~ 접기 4.9.목",긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-09,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 단체모임 하기 좋아요",리뷰 36 54 저녁에 방문 친목연인・배우자 이번이 두번째 방문인데요^^ 생선도 맛있고 셀프바도 잘 되있어서 아이들과 먹기 너무 좋아요~ 반찬은 항상 똑같진 않고 조금씩 바껴요~~ 다음에 또 방문할게요~~ 접기 4.9.목,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-10,,,음식이 맛있어요,리뷰 17 2 4.10.금,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-06,,,특별한 메뉴가 있어요,리뷰 73 6 4.6.월,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-05,,,음식이 맛있어요,리뷰 4 1 4.5.일,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-03,,,음식이 맛있어요,리뷰 24 15 4.3.금,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-03-29,,,음식이 맛있어요,리뷰 13 10 3.29.일,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-03-28,,,음식이 맛있어요,리뷰 15 38 3.28.토,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-03-25,,,음식이 맛있어요,리뷰 20 16 3.25.수,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-03-25,,,음식이 맛있어요,리뷰 5 2 3.25.수,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-03-14,,,음식이 맛있어요,리뷰 4 1 3.14.토,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-03-14,,,음식이 맛있어요,리뷰 14 14 3.14.토,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-09,,저녁에 방문  일상아이,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요",리뷰 16 20 주1회는 꼭 방문하는 별내 맛집! 반찬 셀프바도 고급지고 너무 좋아요^^ 4.9.목,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-09,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 매장이 넓어요",리뷰 439 15 점심에 방문 데이트연인・배우자 4.9.목,중립,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-09,,,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 메뉴 구성이 알차요, 반찬이 잘 나와요",리뷰 5 5 점심에 방문 일상연인・배우자 지인소개로 왔는데 오랜만에 생선구이 정말 맛있게 먹었네요~ 셀프반찬들도 다 맛있어요 4.9.목,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-09,,점심에 방문  일상부모님,"음식이 맛있어요, 재료가 신선해요, 건강한 맛이에요, 메뉴 구성이 알차요, 반찬이 잘 나와요",리뷰 13 17 부모님과 오기 참 좋은 곳입니다. 나물반찬도 맛있고 생선구이도 담백하고 간이 안 쎄서 너무 맛있어요 4.9.목,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-08,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 매장이 청결해요","리뷰 45 18 저녁에 방문 10분 이내 일상아이, 연인・배우자 매번 만족스럽게 식사 하고 갑니다!!!! 반찬 다 맛있고 푸짐하고 매장도 쾌적해요!!!! 4.8.수",긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-08,,저녁에 방문  일상부모님,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요",리뷰 18 13 가성비진짜 좋고 반찬 무한리필이라 더 좋아요~~ 개인적으로 떡볶이 존마탱 4.8.수,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-08,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 단체모임 하기 좋아요","리뷰 59 57 저녁에 방문 친목부모님, 아이 여기 좋다고 동네에 소문이 나서 부모님 모시고 와봤는데 진짜 너무너무 만족스러워요~!! 생선구이만해도 푸짐하고 맛이 좋은데 반찬들이 다양하고 하나같이 너무맛있어요!!!! 반찬리필도 자유로워서 좋았어요~!! 접기 4.8.수",긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
달빛에구운고등어 남양주별내점,2026-04-08,,,"음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 반찬이 잘 나와요, 인테리어가 멋져요",리뷰 8 7 저녁에 방문 데이트연인・배우자 기본으로 제공되는 반찬수가 다양하고 하나하나 다 맛있어서 놀랐습니다 새로 생겨서 매장도 깔끔하고 직원분들도 친절하시고 좋습니다 재방문 의사 있습니다 4.8.수,긍정,"생선(399), 고등어(186), 생선구이(164), 계란말이(110), 잡채(44), 불고기(42), 떡볶이(41), 고등어구이(39), 샐러드(35), 꼬막(31)"
